question,answer,label,label_name,augmentation,original_label,ticker,sector
"The first question relates to why do you stop platform solution sets of business line? And what's happening with the Apple Card? And do you plan to exit that and take charges for that? And kind of what's going on with that? Again, two-thirds of the firm's global banking market, one-third is wealth and asset management, and then you have this kind of extra business there.","Yes, Mike. We are stopping platform solution sets because they do not align with our strategy to narrow our consumer footprint. Regarding the Apple Card, we plan to exit the business and will take the necessary charges to wind it down. We have already stopped new customer acquisition and are currently managing the transition, with a definitive exit timeline to be announced in our next earnings call.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Well, back to the core business then, you said M&A is still 13% below 10-year averages. To what degree are 10-year averages less relevant because of the sponsor activity. You guys have said -- it seems like everyone has a different number, whether it's $1 trillion or $3 trillion of dry powder out there by sponsors that are ready, willing and able to pursue acquisitions. And I don't think you've ever had that level of dry powder before. So, could this be an M&A super cycle because all that money gets put to work? And if so, how would you change that 10-year average to adjust for that?","The 10-year M&A average is suppressed by two factors: a prolonged regulatory environment that has stifled large-cap deals and a market cap that remains meaningfully below historical trends. While we acknowledge the unprecedented $1–$3 trillion in sponsor dry powder, deployment has been slower than anticipated. However, this is not a permanent structural shift; as market cap and economic growth normalize, the 10-year average will naturally recalibrate upward over the next five years. We expect sponsor activity to accelerate significantly over the next 6 to 24 months, which will drive M&A volumes above current depressed levels and push the rolling 10-year average higher by decade's end.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Denis, I want to come back to a comment you made about reiterating the $1 billion goal for performance fees. And I think you said $4 billion of unrecognized gains. You're obviously run rating well below that here year-to-date. Can you talk about the time period you think to get to that $1 billion? And is there seasonality with certain maybe liquid products that are typically more recognized in the fourth quarter? Or is this something that should be more pro rata?","We expect to recognize the $1 billion in performance fees over the next 12 to 18 months as fund cycles mature and monetization activity aligns with our portfolio's deployment strategy. While there is some seasonality in liquid products that typically sees higher recognition in the fourth quarter, the majority of this run rate should be achieved pro rata as underlying funds complete harvesting and migrate to the end of their investment cycles. We do not have a precise quarterly forecast, as the timing depends on individual fund exits and the subsequent payment of carry to investors.",0,DIRECT,evasive_to_direct,1,GS,Finance
"I wanted to ask about the margin trajectory in Asset & Wealth Management. Year-to-date, you're at -- you got a 24% pretax margin. You've already reach the mid-20s medium-term target. I know you've talked about that margin expanding beyond mid-20s. But how do we think about where it can ultimately land in the time horizon around it? Obviously, you're growing your all business, you have $4 billion of unrecognized incentive fees. You talked about the private banking and lending platform. Just can you get to a pretax margin of above 30% like your peers? And again, how do we think about the glide path from here and the time horizon around that?","We project the Asset & Wealth Management segment's pretax margin to expand from its current 24% toward a 30%+ range over the next three to five years, aligning with our peers. This trajectory is driven by the monetization of our $4 billion in unrecognized incentive fees, the ramp-up of our private banking and lending platform, and a strategic shift in our alternative investment mix toward higher-margin assets. While we will continue to invest in growth initiatives to capture long-term value, our operating leverage and fee compression are positioned to sustainably push margins above the mid-20s without compromising our scale.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Okay. Got it. That's helpful. And then maybe if I could follow up on capital and just how you're thinking I know you talked about your capital strategy a bit. But how are you thinking about just capital allocation buybacks given the uncertainty around Basel, we have a proposal, we have the speech outlining the reproposal. We have an agency that seemingly one of the agencies, obviously, resisting seemingly the reproposal. We have an election that could play a big role in terms of influencing whatever outcome happens. So just -- I mean, how are you thinking about your capital? And why do you think a 90-basis point buffer is the write buffer given all that uncertainty.","We are maintaining our current 90-basis point buffer because it provides the necessary capital flexibility to seize client opportunities while safeguarding against regulatory and economic volatility. Our strategy assumes a phased implementation of Basel rules, allowing us to deploy capital efficiently once timelines become clearer. We have a proven track record of adjusting our activities in response to regulatory feedback, and this buffer ensures we are positioned to meet those requirements and unexpected market developments without compromising our ability to invest in growth.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Good morning. I guess maybe just David following up on the comments you made around regulations. Like, when you talk to investors, I mean, we saw what happened with the SCB last year. And I think there's been a laser focus on being more punitive on capital markets post GFC for many justifiable reasons. But just talk to us when you think about the regulatory outlook and I appreciate significant uncertainty we're waiting for policymakers to kind of take new feed, but how do you think that plays out? And in particular, in terms of the operating backdrop for your capital markets business, investment banking business, like, how should we think about how could it be different over the next two to three years relative to the last five or even 10 years?","Looking ahead over the next two to three years, we anticipate a regulatory environment that shifts from the punitive, opaque capital requirements of the post-GFC era toward a more predictable framework. Specifically, we expect the Federal Reserve to refine its CCAR process to address industry concerns regarding transparency and legal clarity, allowing us to plan capital more efficiently. Simultaneously, recent changes in administration and Fed leadership suggest that the implementation of Basel III and the calibration of G-SIB surcharges will likely be adjusted to better support market growth rather than imposing rigid constraints. While we remain vigilant as policymakers finalize these new directions, our operational strategy is built on the expectation that regulations will evolve to foster a more productive and transparent capital markets ecosystem.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Okay. Got you. Maybe David, look, kudos to you on the firm, you're clearly taking share across your businesses, whether it's markets or alternatives and in private wealth doing a great job. But just given to your point, the improved opportunity set here and perhaps more friendly regulatory environment. Any thoughts on doing a strategic deal to accelerate your growth prospects within alts or private wealth?","No, we are not pursuing a strategic deal to accelerate growth in alternatives or private wealth. The bar for M&A in these sectors is exceptionally high because the market currently values organic growth trajectories at extraordinary multiples. While we monitor the space, our strategy remains strictly focused on executing our existing organic plan to improve firm returns. We are capitalizing on favorable regulatory and market tailwinds internally rather than seeking external acquisitions.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Hi. I did just want to follow up on one thing here regarding the point you were making on Platform Solutions. It's a drag right now, 75 bps to 100 bps on ROE, but '25 and '26, that will improve. So could you just step us through -- I mean, we know what your plans are for Platform Solutions. But I'm wondering what's happening in '25 and '26 that will drive the reduction of the drag in this year and next, if you could speak through that.","The reduction in drag for 2025 and 2026 is driven by the ramp-up of high-margin revenue from the Apple partnership, which is currently on track to contribute approximately $450 million in gross profit by the end of 2025. We expect this to accelerate to roughly $600 million in 2026 as we fully scale operations and optimize our go-to-market spend. These specific revenue increases, combined with our standardized operating model, will lower the segment's cost of revenue by 15 basis points year-over-year, directly offsetting the current ROE drag. By the end of 2026, the segment is projected to be breakeven on an adjusted basis, eliminating the headwind entirely.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Hi, David. There was another Wall Street's CEO who said he was the most positive he's been in 25 years. So how good could things get in your mind because you're saying the regulatory environment, the economic environment, the backlogs are up and that if I was doing a model for the industry, if we go back to the '21 pandemic highs? And on the other side of this, as highlighted by Slide 9, you're all focused on expenses. And on the -- maybe if rates go up too much, what level of a 10 year yield do you think it puts a wrinkle in the kind of the bullish thesis you're laying out here, a 10 year 5%, 6%, 7%. What's the most likely thing that would drill your lofty expectations?","Mike, while I agree sentiment has improved since the election, I will not model a return to the 2021 pandemic highs as those were anomalies driven by unprecedented fiscal stimulus. Instead, our bullish thesis rests on rates normalizing from current lows to a medium-term average of approximately 4.5% to 5% for the 10-year yield; if rates spike significantly above 6%, it would compress margins and introduce meaningful uncertainty into our capital markets growth forecasts. We are not predicting a perfect environment, but we remain confident that our disciplined expense management and diversified business mix will allow us to generate strong medium-term returns even if the yield curve moves higher than expected.",0,DIRECT,evasive_to_direct,1,GS,Finance
"And then specifically, I guess why is Platform Solutions still around? I mean you're number one in deal making and you haven't been able to work that out. And on the other hand, the financing organic growth, how big is that today and how big do you expect that to be in five years, and what about credit risk that's related to that? Thanks.","Platform Solutions remains active as a strategic component of our Capital Solutions Group, which centralizes origination to drive FICC financing growth in a risk-adjusted manner. Regarding the financing business, organic growth is currently driven by global economic expansion, and we project continued scaling over the next five years as we leverage our centralized origination capabilities to underwrite and distribute products across our franchise. Our credit risk exposure is strictly managed against our equity base and balance sheet, ensuring that growth remains appropriately risk-adjusted while supporting attractive returns for AWM clients.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Yeah. No, I agree with that. That's for sure. Thank you, David. And then coming back to, obviously, you guys have been investing heavily in technology for years in driving those operating efficiencies. In Slide 9, you talk about them, particularly in automation. And then you talk about leveraging the AI solutions. As outsiders, when do you think we'll be able to see the success that you're having with AI. I know there's probably early successes already, but will there become a time when we'll be able to say, wow, earnings were actually favorably impacted by X percent because of the success in the AI implementation that you've done?","We have already realized early wins from our AI and automation initiatives, which are directly contributing to lower operating expenses and improved productivity. While we cannot isolate a specific percentage of earnings impact today due to the ongoing integration phase, we expect these efficiencies to become a clearly identifiable line item in our financial results within the next 12 to 18 months. Our current investments are scaling rapidly, with the goal of driving measurable cost savings and freeing up capital for franchise growth by the end of next fiscal year. We are confident that the operational leverage generated by these technologies will be transparently reflected in our earnings reports soon.",0,DIRECT,evasive_to_direct,1,GS,Finance
"I mean, is that like material in terms of the impact? And when you're at record PB balances and then you have the amount of deleveraging that we saw in early April, if it stays at this level, is that a major contributor to the growth in financing in the quarter?","No, this activity is not a major contributor to our financing growth. While client deleveraging and balance adjustments were significant in early April, current levels have stabilized. The quarter's financing growth was driven primarily by strategic portfolio repositioning and clients adjusting to their evolving market outlooks, rather than sustained deleveraging.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Hey, good morning. I wanted to follow up on Glenn's question. I guess, Denis, I think the view is the world in-markets changed a little bit come April 2nd, and the risk from an investor standpoint is activity fallen off the cliff. It's negative for financing. It could be negative for trading. So I'm not sure if you have data in terms of the 10 days for April. And if you can give us -- if you can contextualize just how negative the last 10 days have been following a very strong 1Q and how we should think about just where clients are as we go back to debating good volatility versus bad volatility?","Regarding the last ten days post-April 2nd, activity has indeed softened from the elevated levels seen during Q1's strong start, particularly in financing and trading where market volatility has dampened client positioning. While our diversified franchise and prior investments continue to support operations, the data confirms a clear deceleration in client activity over this specific period, reflecting a shift from the aggressive trading we observed in March to a more cautious stance as investors reassess the current macro environment.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Good morning, David and Denis. Maybe just staying on the topic of the markets businesses, I wanted to talk about the competitive landscape. You guys did very well in the quarter on an absolute basis, but it did lag peers in the quarter. And I appreciate it's just one quarter. You do have a track record of share gains, but just curious what you're seeing currently on the competitive landscape in markets.","Yes, Christian, while we delivered strong absolute results this quarter, we acknowledge that our growth rate lagged our peers due to a significantly more difficult year-over-year comparison following our exceptional performance in Q1 of last year. In the current competitive landscape, we are seeing increased pricing pressure from larger rivals in the mid-market segment as they attempt to capture share. However, our win rate remains robust in the enterprise space where our specialized technology and implementation speed provide a distinct advantage. We are currently winning 65% of new deals in our core verticals, up from 58% last year, driven by our ability to deliver faster time-to-value than competitors.",0,DIRECT,evasive_to_direct,1,GS,Finance
"That's really helpful color. And just for a follow-up, I was hoping to get some color on how you're thinking about potential risk to the deal backlog. Certainly encouraging to see sequential increase in the fee backlog. But as we think about some of the risks, whether it's international and cross-border or specific sectors that are particularly challenged, how you're framing or potentially handicapping the risk of some of these deals coming out of the backlog?","We are actively assessing risk across international, cross-border, and sector-specific dimensions. While our fee backlog increased sequentially, we anticipate a lag as current deal pipelines, which largely reflect activity from the second half of last year and early this year, move to execution. We expect M&A activity to remain significant through the remainder of the year, though we acknowledge potential headwinds if the macro landscape becomes more constrained. Currently, our ongoing client engagements show no evidence of a fundamental shift in deal activity, and we are proceeding with standard diligence on all pending transactions.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Good morning. So, my first question is a follow-up on capital. So, David, given what you've said about the landscape and sort of freeing capital from the industry, we have strong momentum in terms of the stress test, GSIB surcharge recalibration and then Betsy mentioned the SLR. And the question for you is, you are already one of the most optimized businesses and financial services. If we do redefine the definition of excess capital for the industry broadly and for Goldman specifically, how are you going to allocate that freed-up capital? How does your -- where do your priorities go? I appreciate the whole -- the stack in terms of clients first and buybacks. But within the first within the business, are there any places where you would reallocate even more capital if we do free-up or change the definition of excess capital?","If regulatory changes free up excess capital, our allocation priorities remain strictly client-focused. First, we will deploy capital into the Banking Markets franchise where organic growth opportunities exist. Second, we will reinvest in scaling our Alternatives platform by launching new funds, though this is already capital-light. If these internal deployment avenues do not absorb the freed capital, we will return it to shareholders through buybacks or dividends, consistent with our current capital waterfall.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Got it. And my follow-up question is this. So there's been increased questions from investors about how global investment banks like Goldman, how the standing is impacted by some of the policy volatility, if you will, in terms of your internationally sourced revenues. And we had sort of two different answers from your peers on Friday. Jamie was a little bit more pessimistic. Ted was a little bit more optimistic about the international revenue outlook going forward, given all of the global policy and David and Denis, I wanted to get your thoughts on that, on whether or not what the US is doing could impact some of that sourcing.","International policy volatility is creating genuine uncertainty among our global clients, particularly in Europe, regarding how these regulatory shifts will alter their interactions with the U.S. and global economic systems. While it is too early to quantify the precise directional impact on our revenue streams, we are actively monitoring these conversations closely. Despite these concerns, we see no evidence of a decline in client demand for Goldman Sachs' services worldwide; our clients remain highly engaged, and we maintain our leadership positions across all major markets. Consequently, we do not anticipate any material deterioration in our international sourcing at this time.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Hi, Denis. Hi, David. Denis, you mentioned in your -- in answering your question about the HPI portfolio that you guys had just over $4 billion of CET1 capital, I think it was that supports that portfolio. Can you remind us how will you bleed that capital back in -- releasing it back in -- or just releasing it, I should say? I know when the 8.8% goes to zero, it will be completely released, but is there a linear way of releasing or is it all come at the end when the portfolio drops to about zero?","We release capital linearly as we sell off positions, not only when the portfolio reaches zero. As we reduce the HPI exposure, the associated CET1 capital is freed up immediately and is already being returned to shareholders through buybacks and dividends. This capital release is an active, ongoing component of our capital management plan for the coming quarters, driven by our capacity to return excess liquidity rather than waiting for the full portfolio unwind.",0,DIRECT,evasive_to_direct,1,GS,Finance
"And then coming full circle. As it relates to Goldman pursuing acquisitions, what would be the hurdle rate? What would -- if you dream the dream, what would you ideally like to pursue?","Our primary acquisition target is the Asset and Wealth Management franchise, which currently represents a $3.3 trillion platform with broad diversification. While we are not disclosing specific hurdle rates at this time, our ideal pursuit is to accelerate scale in specific verticals where we can deploy capital to enhance positioning and drive organic growth. We are actively evaluating opportunities that align with this strategic focus to further expand the franchise.",0,DIRECT,evasive_to_direct,1,GS,Finance
"And for my follow-up, just on the magnitude of SCB improvement was quite encouraging. It appears that the bulk of it really came from more favorable treatment of atypical trading positions. I was hoping you can provide some perspective on whether you believe that the gains are durable. If you've done any additional analysis that would inform -- I know you were asked about where you're comfortable running in terms of CET1, but just what you believe is durable or sustainable in terms of the gains that you realized this year?","The improvement in our SCB is primarily driven by favorable resolution of atypical trading positions, but we believe the underlying gains are durable due to our multi-year strategy of reducing RWA density. While specific model mechanics remain proprietary, our internal analysis confirms that this structural shift has stabilized our capital profile. We are confident these results are sustainable as we continue to optimize capital allocation, a focus we are reinforcing through our upcoming advocacy efforts in Washington regarding capital process evolution.",0,DIRECT,evasive_to_direct,1,GS,Finance
"That's great, David. And then just a quick follow-up on just the broader theme of tokenization. I know we're still waiting for some regulatory clarity here, but would just love to get some quick thoughts on how Goldman is thinking about this as an opportunity, how you're thinking about implications on market structure and just even how you may look to participate once we do get the green light.","Goldman views tokenization as a significant opportunity to modernize market structure and reduce friction, particularly through stablecoin adoption and digitized funding solutions. While we await final regulatory clarity, our team is actively monitoring the legislative landscape and has already identified specific areas where we can deploy capital once frameworks are established. We are not waiting passively; we are building the necessary infrastructure and analytical capabilities now to ensure we are positioned to capitalize on these shifts as soon as the green light comes, rather than defining a specific investment thesis prematurely.",0,DIRECT,evasive_to_direct,1,GS,Finance
"My first question is a follow-up. You mentioned that the ideal buffer to your CET1 minimum is 50 to 100 basis points. But looking at your current standardized of 14.5% and clearly, your potential new minimum of 10.9% that implies a pretty significant buffer still. Implicit in David's earlier remarks is that transparency and stress test is needed. But I guess what do you need to see either from a regulatory construct or anything else in order to work down that buffer even more significantly?","To reduce our CET1 buffer significantly below the current 50 to 100 basis points, we require regulatory frameworks that explicitly permit and incentivize the return of excess capital through buybacks or dividends, rather than mandating capital retention for growth. While David highlighted our disciplined allocation process, our ability to work down the buffer is currently constrained by the lack of a clear regulatory pathway to monetize this surplus. We need updated guidance that allows us to deploy capital back to shareholders without triggering additional capital requirements, enabling us to match capital levels more efficiently with our risk-weighted assets and eliminate the need for such a large safety margin.",0,DIRECT,evasive_to_direct,1,GS,Finance
"If investment banking trends accelerate and we do see more M&A and issuance, can trading stay as robust as it has been? Or do you anticipate some kind of moderation or slowdown within the Markets business?","Yes, we anticipate trading will remain robust if investment banking trends accelerate. Our Markets business is highly diversified across global asset classes, which insulates us from sector-specific volatility; while we saw weakness in commodities and mortgages recently, strength in other areas compensates. Furthermore, heightened M&A and issuance activity directly fuels trading volume, and we expect this constructive environment to continue driving our participation in the overall market wallet without requiring a significant macro shift to sustain momentum.",0,DIRECT,evasive_to_direct,1,GS,Finance
"Got it. And then as a follow-up question, your results speak for themselves on the strength of investment banking and trading. And in the environment that has a lot of uncertainty and risk, geopolitical risk is at the top of the list, what are you worried about as you go forward in view of putting up very good results with all the risks that we're currently seeing. What concern -- is there anything that concerns as you look forward?","Our primary concerns remain geopolitical instability in the Middle East and the potential for further escalation, alongside lingering macroeconomic uncertainty regarding interest rate trajectories. While we recognize the global economy's resilience, these specific risks could disrupt client deal flows and trading volumes in the coming quarters. To address this, we are actively tightening our stress-testing protocols and diversifying our revenue streams to mitigate exposure to any single region or asset class. We are not just preparing for hypothetical scenarios but are implementing concrete contingency plans to ensure we can support our clients effectively even if these risks materialize.",0,DIRECT,evasive_to_direct,1,GS,Finance
"So Joe, the guidance implies an acceleration in the top line growth in the second half of this year. Do you see the 3.5% adjusted operational growth this year is something you could accelerate from next year? And do you see room to improve the operating margin next year beyond the implied, I think, 32.8% in the 2025 guidance?","Yes, we expect top-line growth to accelerate in 2026 beyond the 3.5% adjusted operational growth rate set for this year, driven by new indications for our in-line brands and the full-year impact of new product introductions outlined by Jennifer, John, and Tim. Regarding operating margins, we anticipate meaningful improvement beyond the 32.8% implied in our 2025 guidance as we exit the current year's Part D redesign costs and stabilize tariff impacts. While the $200 million cost increase included in our $0.25 per share outlook is for the current year, the underlying business model is positioned to expand margins more rapidly next year as we remove these one-time headwinds.",0,DIRECT,evasive_to_direct,1,JNJ,Healthcare
"For TAR 200, can you walk us through J&J's launch strategy? Are there sales force training, supply chain, patient access and neurologist education programs in place? And as a follow-up, how are you thinking about the ultimate patient penetration here?","For TAR 200, J&J's launch strategy focuses on an initial launch in patients with BCG-exposed or BCG-refractory disease, followed by expansion into the broader non-muscle invasive bladder cancer (NMIBC) population. We have deployed a comprehensive execution plan including specialized sales force training on the device system, a validated supply chain to ensure catheter availability, and a dedicated neurologist and urologist education program leveraging the J&J Institute to drive procedural confidence. Regarding patient penetration, our approach targets high-complexity centers first to establish clinical momentum, utilizing data-driven performance monitoring to identify barriers to access and rapidly deploy additional support resources, aiming for rapid adoption within the eligible 1 million annual patient pool.",0,DIRECT,evasive_to_direct,1,JNJ,Healthcare
"Again, congrats on the quarter and the performance. So I just had one pipeline question on the Innovative Medicine side, and that's on your co-antibody therapy 4804. I thought we might see some of the psoriatic arthritis data already this year. We didn't see that. I thought we're hoping to see the IBD data later this year. So I'm just wondering if you can maybe give us an update on when we should expect to see those 2 readouts? And then just your general level of enthusiasm, I assume you have at least some of those data in-house. You had a chance to see how the competitive dynamics are playing out in the Immunology space. So I'd love to just kind of get an updated sense of your perspective on 4804's potential.","John Reed here. Regarding 4804, we expect to read out data from our Phase IIb studies in Crohn's disease and ulcerative colitis by mid-year. While we have not yet released the psoriatic arthritis data you mentioned, our internal assessment of the IBD results will immediately inform our go/no-go decisions for next steps. We remain highly enthusiastic about 4804's potential; the Phase IIa data demonstrated that combining an IL-23 inhibitor with a TNF inhibitor can break through efficacy ceilings, offering sustainable complete remission to over 50% of patients with difficult-to-treat inflammatory bowel disease. This positions us as the first company to successfully pioneer this dual-therapy approach for complex patients. Additionally, we are very excited about icotrokinra, our oral IL-23 receptor inhibitor, which achieved compelling proof of concept in ulcerative colitis and will be presented at a major medical meeting later this year, with a broad Phase III campaign already in preparation.",0,DIRECT,evasive_to_direct,1,JNJ,Healthcare
"My first question, and thank you very much for answering all the NII questions so far, Jeremy, is just I guess another follow-up. As you can imagine, once Daniel said what he said on stage in September, everyone's trying to figure out the over-under for net interest income next year? So maybe a two-part first question. The second being inspired by what Jamie just said number one, you know, NII is expected to be down 6% sequentially in fourth quarter. I think year-over-year in ‘25, consensus has it down 4% from your new level. So it sounds like consensus still has room to come down and based on the forward curve, Jeremy, it could be a little bit worse year-over-year than the fourth quarter sequential rate. But that being said, as Jamie noted, like we have no idea what the curve is going to look like, right? I mean, it's gyrated so much. And so, as we think about the curve, is it better for JPMorgan to have more cuts in the short end, but steepness or less cuts but a little bit of a flatter curve?","Jeremy, regarding the consensus for 2025 NII excluding markets at approximately 87% of last year's level, we view this as a reasonable estimate that aligns with our current outlook. We expect NII to reach a trough mid-year, driven by sequential declines in the fourth quarter and ongoing curve dynamics. While the yield curve remains uncertain, our current assumptions project that deposit balances and credit card revenue will continue to provide a tailwind in the back half of the year, albeit at a slightly reduced rate compared to this year. Consequently, under our current yield curve scenario, we anticipate full-year NII to be down roughly 4% year-over-year, with the full-year impact likely being more pronounced than the fourth-quarter sequential decline due to the timing of the trough.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Good morning, Jeremy, and good morning, Jamie. Jeremy when you guys look at your current capital ratios, they're obviously very healthy. Can you guys give us some color on the new Basel III? We don't know what the specifics are, but as Vice Chair Barr touched on some of the specifics, it looks like capital requirements for yourself and your peers will come down a fair amount from the original proposal. How are you guys thinking about that? Do you have any insights on how much it may fall from the original proposal to where you are today?","Based on the Vice Chair's comments suggesting a reduction in capital requirements from the original Basel III proposal, we anticipate our excess capital position will remain robust. While we cannot quantify the exact impact until the final proposal is released, we expect the adjustment to be significant, likely increasing our current reported excess of $30 billion. Our focus remains on reviewing the detailed rules to ensure the framework accurately reflects the capital levels we have long argued are appropriate, rather than simply reacting to the shift from the initial, overly aggressive draft.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Very good. And then as a follow-up, in view of this excess capital in your comments a moment ago about direct lending, you look at your current cash and marketable securities on a risk-weighted asset basis, you put it in your presentation, of course, $1.5 trillion. Average loan is $1.3 trillion. When everything -- when the dust settles, you know what your capital requirements are. Can you frame now for us, can you -- levering up the excess capital with more loans, is that an asset might be considered over the next two or three years relative to where you are on a mix basis? I know you're going to grow your loans, but I'm talking about the mix.","No, we do not view our current cash and securities as excess capital to be leveraged specifically to increase the loan mix over the next two to three years. Our deployment strategy remains focused on organic franchise growth, which includes both standalone loans and relationship-based lending that generates additional revenue streams. This approach is consistent with our long-term strategy and is not driven by a specific target to shift toward more loans. Instead, our liquidity serves as a reserve for potential market deterioration or client franchise opportunities; if those opportunities do not materialize, we will return the capital to shareholders rather than forcing a change in our asset mix.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Hey. Jamie, I think I've seen you comment on government this year more than any other time in your career. And August 2, op-ed, Washington Post, Davos, you're talking about government. I think it was this week or last week on Bloomberg, you're saying bank merger should be allowed. Your bus tour in August, you were asked, which is my question now, under what circumstances would you leave for government service? And your answer then was, I love what I do. We get it. You love what you do, but on what circumstances would you consider government service? It seems like you'd be more likely to go now than in the past just based on the numerous comments that you've made. Is that right, wrong? What's your thinking?","The premise that I am considering government service is incorrect. My role is to lead my company, not to seek public office. While I have increased my engagement with policy discussions—such as my op-ed on the Washington Post and comments on bank mergers on Bloomberg—to address critical economic challenges, this advocacy is an extension of my corporate responsibility, not a precursor to leaving the private sector. I remain fully committed to my position at the company.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Let me take the flip side of that question, for those who are worried about you leaving. The other side of the question is, we're on these calls the last couple of years, you're saying the stock is overvalued. And I think part -- I think that's what you're saying. You're saying the stock market is overvalued, and therefore, all stocks are overvalued. And on the one hand, you highlighted on this call, AI, tech, market share gains, high returns, high capital. So do you think in some way, when you think about the value, your price and your ability to do buybacks, you're thinking more about an old school model for valuing your stock as opposed to a new school model that might put you in the category more tech-oriented firms, especially as it relates to your progress with AI?","We are not applying an ""old school"" valuation model; our buyback strategy is driven by our specific capital return framework, which currently views our shares as undervalued relative to our growth trajectory and AI progress. While we acknowledge that broader market valuations may be elevated, our decision to deploy capital now is based on our conviction that our franchise generates superior returns that justify a premium multiple. We are not waiting for the market to correct to a lower price point because our internal metrics indicate strong value creation potential today.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Got it. And just one quick one. And Jeremy, you mentioned QT stopping at some point. We saw the repo sort of market spike at the end of September. Just give us your perspective on the risk of market liquidity shock as we move into year-end. How -- and do you have a view on how quickly Fed should recalibrate QT or actually stop QT to prevent some [Technical Difficulty]? Thanks.","The repo spike at the end of September signaled that bank reserves are approaching critically low levels, driven by evolving firm liquidity needs rather than traditional metrics. While the event was relatively minor, it highlights the risks of further tightening without a more holistic regulatory response. To prevent a systemic liquidity shock before year-end, the Fed should recalibrate or halt QT immediately. Delaying this decision risks removing a key headwind for deposit growth and could trigger the very technical disruptions we aim to avoid.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Okay. And then one for Jamie. Jamie, we did talk already quite a bit about the capital that you have, capital in store. Just wanted to understand how you're thinking about that opportunity set that's in front of you with regard to using it for potentially portfolio acquisitions. I realize that depositories are not on the docket, but we all know there's portfolios out there that might be looking for a home. And could you give us a sense as to how interested you might be in acquiring assets at this stage?","We are actively evaluating the full spectrum of portfolio acquisition opportunities, including credit assets, but our current strategy prioritizes organic growth and targeted balance sheet optimization rather than broad market buying. While our team continues to screen for specific, high-quality assets that align with our strategic mandate, we do not have a defined pipeline or immediate intent to make significant credit asset acquisitions at this stage.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"I'm just wondering about the private label credit card, for example. Is that something that would help clients?","We are not currently pursuing private label credit cards because our analysis indicates they do not effectively serve our clients' needs. While we have experience with this model and remain open to future market shifts if conditions change significantly, our present strategic focus is on other channels that deliver clearer value to our customer base.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Hi, good morning. Jeremy, I wanted to ask about capital, and I know you get this question a lot about the kind of high-class dilemma of your growing capital base and your perspective of that as earnings in store. So I guess what's the framework for thinking about the opportunity cost of sitting on the growing base of capital and how high you might let that go versus your patience in waiting for more attractive deployment opportunities?","John, our framework prioritizes capital efficiency over timing. We are actively deploying excess liquidity through a mix of share buybacks and strategic M&A, which we view as having a lower opportunity cost than waiting for an undefined ""perfect"" market entry point. Specifically, we are targeting returns above our cost of capital by focusing on organic growth initiatives in high-margin segments and selectively acquiring undervalued assets that align with our core competencies, ensuring our capital base is working rather than sitting idle.",0,DIRECT,evasive_to_direct,1,JPM,Finance
"Hi. Simple and then more difficult, I guess. Jamie, who is your successor? And then the second question is, I know I asked the question at Investor Day, how -- why not stay as CEO a little bit longer? I think what I'm hearing from investors now, this goes up and down, but I think investors would like you to stay. So why say you're going to stay less than five years and you're finally getting what you wanted, 15 years of your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and the regulatory costs and it seems like you're finally getting what you've been playing for, so why not stay around a bit longer if investors want you to do so? And what would you do otherwise anyway, you don't play golf, you aren't going to be Treasury Secretary. It seems like your work is your hobby, right? So how much longer would you stay around?","Jamie is my designated successor, and the Board has already begun the formal search process to ensure a smooth transition. Regarding my tenure, I am stepping down because I have achieved the strategic objectives I set for the last 15 years, specifically stabilizing our regulatory environment and optimizing capital structures. While I appreciate your comments on my health and personal interests, my decision is driven by the need to bring fresh leadership to the company at this pivotal stage. I am not staying longer to avoid a potential Treasury Secretary role or because I enjoy the work; rather, I believe it is the right time for the next generation to lead as we move forward.",0,DIRECT,evasive_to_direct,1,JPM,Finance
